,Title,Rating,Number of User Reviews,Year,Duration,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,Unknown,War,Western,Cluster
6161,Fast Color,6.9,32.0,2019,100,"['Drama', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5
6165,Goon,7.1,109.0,2012,92,"['Comedy', 'Drama', 'Sport']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6168,Always Be My Maybe,6.8,100.0,2019,101,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6169,The French Lieutenant's Woman,7.4,12.0,1981,124,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6170,The Party,7.5,6.0,1968,99,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6172,The Patience Stone,7.8,9.0,2013,102,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
6173,The Truth About Cats & Dogs,6.4,13.0,1996,97,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6174,Renoir,6.5,14.0,2013,111,"['Biography', 'Drama', 'History', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
6175,Straight Time,7.3,7.0,1978,114,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6177,The Other Lamb,5.8,13.0,2020,97,"['Drama', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
6178,Big Bad Wolves,6.9,32.0,2014,110,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
6179,The Pursuit of Happyness,7.9,280.0,2006,117,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6180,In Praise of Love,6.0,4.0,2002,97,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6182,Eight Below,7.4,60.0,2006,120,"['Adventure', 'Drama', 'Family']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6183,Bombshell,6.2,193.0,2019,109,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6184,Belle,7.4,47.0,2014,104,"['Biography', 'Drama', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6185,Suspiria,7.0,271.0,2018,152,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
6188,1408,7.2,280.0,2007,104,"['Fantasy', 'Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
6193,Mondays in the Sun,8.5,8.0,2003,113,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6194,The Sixth Sense,8.4,531.0,1999,107,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
6195,Harold & Kumar Go to White Castle,6.6,122.0,2004,88,"['Adventure', 'Comedy']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6196,Enigma,6.0,24.0,2002,119,"['Drama', 'Mystery', 'Romance', 'Thriller', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2
6197,Swiss Army Man,7.2,337.0,2016,97,"['Comedy', 'Drama', 'Fantasy', 'Romance']",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6198,Bettie Page Reveals All,5.6,8.0,2013,101,"['Documentary', 'Biography']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6199,Whitney: Can I Be Me,7.3,4.0,2017,105,"['Documentary', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6202,XX,3.2,44.0,2017,80,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
6203,Fright Night,6.6,266.0,2011,106,"['Action', 'Comedy', 'Drama', 'Horror', 'Mystery']",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
6205,Ready or Not,6.9,269.0,2019,95,"['Action', 'Comedy', 'Horror', 'Mystery', 'Thriller']",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
6206,Che,7.1,35.0,2008,135,"['Biography', 'Drama', 'History', 'War']",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5
6208,Youth,7.1,149.0,2015,124,"['Comedy', 'Drama', 'Music', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
6211,The Hills Have Eyes,6.7,33.0,1977,89,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
6212,Saboteur,7.5,19.0,1942,109,"['Thriller', 'War']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6
6213,The Whale,5.8,4.0,2011,89,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6216,Nasty Baby,5.8,13.0,2015,101,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6217,Wolfen,7.2,9.0,1981,115,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
6218,Born to be Blue,6.5,35.0,2016,97,"['Biography', 'Drama', 'Music', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
6219,Come Early Morning,7.0,4.0,2006,97,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6220,Muppet Treasure Island,7.3,19.0,1996,99,"['Action', 'Adventure', 'Comedy', 'Family', 'Musical', 'Romance']",1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7
6221,Before We Vanish,6.8,6.0,2018,129,"['Drama', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
6222,The Fury,6.7,14.0,1978,118,"['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6
6224,The Wanderers,8.3,4.0,1979,112,"['Crime', 'Drama', 'Romance']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6226,Elvis,7.4,244.0,2022,159,"['Biography', 'Drama', 'Music']",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
6227,The Electric Horseman,6.5,4.0,1979,121,"['Comedy', 'Drama', 'Romance', 'Western']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
6230,Holy Hell,6.9,7.0,2016,100,"['Documentary', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6231,Kaboom,6.1,29.0,2011,86,"['Comedy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,6
6233,Hell House,4.8,5.0,2002,85,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6234,Vénus beauté (institut),6.3,6.0,2000,105,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6236,Intermission,6.6,13.0,2004,105,"['Comedy', 'Crime', 'Drama', 'Romance']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6237,Team America: World Police,7.5,147.0,2004,98,"['Action', 'Comedy']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6238,Grand Canyon,7.6,11.0,1991,134,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6239,American Psycho,7.9,756.0,2000,102,"['Crime', 'Drama', 'Horror']",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
6240,Identity,7.2,163.0,2003,90,"['Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
6241,Christmas in Connecticut,7.0,5.0,1945,101,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6242,Chinese Puzzle,6.0,14.0,2014,117,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6243,Napoleon,5.1,420.0,2023,158,"['Action', 'Adventure', 'Biography', 'Drama', 'History', 'War']",1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5
6245,You Kill Me,7.5,11.0,2007,93,"['Comedy', 'Crime', 'Romance', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
6246,Living Out Loud,5.6,7.0,1998,100,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6247,Killing Them Softly,6.2,308.0,2012,97,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6248,Downsizing,5.3,235.0,2017,135,"['Drama', 'Fantasy', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
6249,Barb & Star Go to Vista Del Mar,6.1,61.0,2021,107,"['Comedy', 'Fantasy']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6251,Bound,7.8,54.0,1996,108,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6252,The Lost King,6.5,20.0,2023,108,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6253,Brideshead Revisited,6.3,11.0,2008,133,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6256,Infinitely Polar Bear,7.3,49.0,2015,90,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6257,Cloverfield,7.2,501.0,2008,85,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6
6258,Miles Ahead,6.3,26.0,2016,100,"['Biography', 'Drama', 'Music', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
6259,Fury,7.3,855.0,2014,134,"['Action', 'Drama', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
6260,Tamara Drewe,6.2,39.0,2010,111,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6262,To the Bone,6.7,57.0,2017,107,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6264,The Cotton Club Encore,7.3,4.0,2019,139,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6266,The Young Victoria,7.5,53.0,2009,105,"['Biography', 'Drama', 'History', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
6267,The Road,7.4,289.0,2009,111,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
6269,Coma,5.7,6.0,2024,82,"['Drama', 'Fantasy', 'Mystery']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
6270,True Crime,7.0,27.0,1999,127,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
6271,Cross of Iron,6.5,6.0,1977,132,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
6272,Surf's Up,7.3,95.0,2007,85,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
6274,Vivarium,5.2,110.0,2020,97,"['Horror', 'Mystery', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6
6279,The Princess and the Warrior,4.9,10.0,2001,135,"['Drama', 'Mystery', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
6282,The Chaser,7.9,51.0,2009,125,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6284,Inside Deep Throat,7.1,9.0,2005,92,"['Documentary', 'Biography', 'History']",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6288,Come to Daddy,6.0,37.0,2020,96,"['Comedy', 'Mystery', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
6290,Conan O'Brien Can't Stop,6.7,21.0,2011,89,"['Documentary', 'Comedy', 'Music']",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6291,The Road to Guantanamo,7.8,8.0,2006,95,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
6292,Turtles All the Way Down,6.7,15.0,2024,111,"['Drama', 'Mystery', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
6293,The Happy Prince,6.3,18.0,2018,105,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6294,The Last Rites of Joe May,6.4,5.0,2011,107,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6295,Nick and Norah's Infinite Playlist,6.8,71.0,2008,90,"['Comedy', 'Drama', 'Music', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
6296,Ant-Man,7.8,2047.0,2015,117,"['Action', 'Comedy', 'Sci-Fi']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6298,The Hunger Games: Mockingjay - Part 1,6.3,1042.0,2014,123,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
6299,Where to Invade Next,7.0,72.0,2015,120,"['Documentary', 'Comedy']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6300,Men & Chicken,7.3,14.0,2016,104,"['Comedy', 'Drama', 'Mystery', 'Sci-Fi']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6301,Big Time Adolescence,7.0,34.0,2020,91,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6303,The U.S. vs. John Lennon,7.2,10.0,2006,99,"['Documentary', 'Biography', 'Music', 'Romance']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6306,Nothing But the Truth,6.8,31.0,2008,108,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
6307,Sirens,6.6,5.0,1994,98,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6308,Transformers One,8.3,180.0,2024,104,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
6309,The Outsider,8.5,4.0,2006,85,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6310,Guardians of the Galaxy Vol. 3,8.0,999.0,2023,150,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6311,Skywalkers: A Love Story,4.4,7.0,2024,100,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6316,Or,4.8,8.0,2005,100,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6317,Crown Heights,6.5,8.0,2017,94,"['Biography', 'Crime', 'Drama', 'Romance']",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6318,"If I Want to Whistle, I Whistle",5.8,6.0,2011,94,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6319,Popeye,6.2,43.0,1980,114,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7
6322,Grass,5.5,4.0,2000,80,"['Documentary', 'History']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6323,Chocolat,6.7,96.0,2000,121,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6325,Jesus Christ Superstar,6.8,13.0,1973,108,"['Drama', 'History', 'Musical']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
6326,Blades of Glory,6.4,107.0,2007,93,"['Comedy', 'Sport']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6327,One Bright Shining Moment,5.5,4.0,2005,123,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6329,Becks,8.0,12.0,2018,90,"['Drama', 'Musical', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
6332,The Hedgehog,7.8,10.0,2011,100,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6333,The Fall,8.3,94.0,2008,117,"['Adventure', 'Drama', 'Fantasy']",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6334,State of Play,7.1,103.0,2009,127,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
6335,I Am Mother,7.2,197.0,2019,113,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6
6336,We Have a Pope,5.8,18.0,2012,102,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6337,Cloak & Dagger,6.3,10.0,1984,101,"['Action', 'Adventure', 'Crime', 'Family', 'Mystery', 'Thriller']",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
6339,Hamburger Hill,7.5,13.0,1987,110,"['Action', 'Drama', 'Thriller', 'War']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4
6340,Little Odessa,5.2,6.0,1995,98,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6341,All Together Now,8.2,14.0,2020,92,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6342,The Beach House,5.8,16.0,2020,88,"['Drama', 'Horror', 'Mystery', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6
6343,Pineapple Express,7.3,244.0,2008,111,"['Action', 'Comedy', 'Crime']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6346,St. Vincent,7.5,220.0,2014,102,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6349,The Hand That Rocks the Cradle,7.3,12.0,1992,110,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
6353,Cradle Will Rock,5.8,11.0,1999,132,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6354,Appaloosa,6.5,59.0,2008,115,"['Action', 'Crime', 'Drama', 'Romance', 'Western']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
6355,The Villainess,7.1,42.0,2017,129,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6356,Low Tide,5.3,7.0,2019,86,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
6357,Fried Green Tomatoes,7.7,29.0,1992,130,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6358,Arctic Tale,8.3,4.0,2007,96,"['Documentary', 'Family']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6359,Everest,6.9,378.0,2015,121,"['Action', 'Adventure', 'Biography', 'Drama', 'Thriller']",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
6360,Downton Abbey,6.8,96.0,2019,122,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6364,Kelly & Cal,4.7,10.0,2014,111,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6365,Bright Young Things,6.0,6.0,2004,106,"['Comedy', 'Drama', 'War']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6366,Supermensch: The Legend of Shep Gordon,6.6,11.0,2014,85,"['Documentary', 'Biography', 'Music']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6367,Motel Hell,6.8,10.0,1980,101,"['Comedy', 'Horror', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
6368,X-Men,7.3,704.0,2000,104,"['Action', 'Adventure', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6369,Stage Beauty,8.1,7.0,2004,106,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6370,The Other Guys,6.9,446.0,2010,107,"['Action', 'Comedy', 'Crime', 'Thriller']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6371,Blood Diamond,8.2,334.0,2006,143,"['Adventure', 'Drama', 'Thriller']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
6372,Wedding Crashers,7.0,174.0,2005,119,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6375,Freedom Writers,7.5,61.0,2007,123,"['Biography', 'Crime', 'Drama']",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
6379,Something New,7.2,6.0,2006,99,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6380,Nobody,7.6,414.0,2021,92,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
6381,Patriot Games,7.1,49.0,1992,117,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
6382,The Ballad of Lefty Brown,6.3,17.0,2017,111,"['Action', 'Drama', 'Western']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
6383,Finding Fela!,7.5,4.0,2014,119,"['Documentary', 'Biography', 'History', 'Music']",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6385,Halston,6.8,5.0,2019,105,"['Documentary', 'Biography']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6386,Greenland,6.3,138.0,2020,119,"['Action', 'Thriller']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
6388,Kinds of Kindness,5.8,136.0,2024,164,"['Comedy', 'Drama', 'Horror']",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6390,Futuro Beach,7.0,6.0,2015,106,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
